ref	idx	token	oga_id	oga_postag	gorman_postag	oga_lemma	gorman_lemma	mismatch
2.101.4	21	σφᾶς	t_45501	p-p---ma-		σφεῖς		
2.101.4	22	χωρήσωσιν	t_45502	v3pasa---		χωρέω		
2.101.4	23	.	t_45503	u--------		.		
2.101.5	1	ὁ	t_45504	l-s---mn-		ὁ		
2.101.5	2	δὲ	t_45505	d--------		δέ		
2.101.5	3	τήν	t_45506	l-s---fa-		ὁ		
2.101.5	4	τε	t_45507	d--------		τε		
2.101.5	5	Χαλκιδικὴν	t_45508	a-s---fa-		χαλκιδικός		
2.101.5	6	καὶ	t_45509	d--------		καί		
2.101.5	7	Βοττικὴν	t_45510	a-s---fa-		βοττικός		
2.101.5	8	καὶ	t_45511	c--------		καί		
2.101.5	9	Μακεδονίαν	t_45512	n-s---fa-		μακεδονία		
2.101.5	10	ἅμα	t_45513	d--------		ἅμα		
2.101.5	11	ἐπέχων	t_45514	v-sppamn-		ἐπέχω		
2.101.5	12	ἔφθειρε	t_45515	v3saia---		φθείρω		
2.101.5	13	,	t_45516	u--------		,		
2.101.5	14	καὶ	t_45517	c--------		καί		
2.101.5	15	ἐπειδὴ	t_45518	c--------		ἐπεί		
2.101.5	16	αὐτῷ	t_45519	p-s---md-		αὐτός		
2.101.5	17	οὐδὲν	t_45520	p-s---na-		οὐδείς		
2.101.5	18	ἐπράσσετο	t_45521	v3siie---		πράσσω		
2.101.5	19	ὧν	t_45522	p-p---ng-		ὅς		
2.101.5	20	ἕνεκα	t_45523	r--------		ἕνεκα		
2.101.5	21	ἐσέβαλε	t_45524	v3saia---		εἰσβάλλω		
2.101.5	22	καὶ	t_45525	c--------		καί		
2.101.5	23	ἡ	t_45526	l-s---fn-		ὁ		
2.101.5	24	στρατιὰ	t_45527	n-s---fn-		στρατιά		
2.101.5	25	σῖτόν	t_45528	n-s---ma-		σῖτος		
2.101.5	26	τε	t_45529	d--------		τε		
2.101.5	27	οὐκ	t_45530	d--------		οὐ		
2.101.5	28	εἶχεν	t_45531	v3siia---		ἔχω		
2.101.5	29	αὐτῷ	t_45532	p-s---md-		αὐτός		
2.101.5	30	καὶ	t_45533	c--------		καί		
2.101.5	31	ὑπὸ	t_45534	r--------		ὑπό		
2.101.5	32	χειμῶνος	t_45535	n-s---mg-		χειμών		
2.101.5	33	ἐταλαιπώρει	t_45536	v3slia---		κακοπαθέω		
2.101.5	34	,	t_45537	u--------		,		
2.101.5	35	ἀναπείθεται	t_45538	v3spie---		ἀναπείθω		
2.101.5	36	ὑπὸ	t_45539	r--------		ὑπό		
2.101.5	37	Σεύθου	t_45540	n-s---mg-		σεύω		
2.101.5	38	τοῦ	t_45541	l-s---mg-		ὁ		
2.101.5	39	Σπαραδόκου	t_45542	n-s---mg-		σπαραδόκος		
2.101.5	40	,	t_45543	u--------		,		
2.101.5	41	ἀδελφιδοῦ	t_45544	n-s---mg-		ἀδελφιδέος		
2.101.5	42	ὄντος	t_45545	v-sppamg-		εἰμί		
2.101.5	43	καὶ	t_45546	c--------		καί		
2.101.5	44	μέγιστον	t_45547	a-s---ma-		μέγας		
2.101.5	45	μεθ’	t_45548	r--------		μετά		
2.101.5	46	ἑαυτὸν	t_45549	p-s---ma-		ἑαυτοῦ		
2.101.5	47	δυναμένου	t_45550	v-sppemg-		δύναμαι		
2.101.5	48	,	t_45551	u--------		,		
2.101.5	49	ὥστ’	t_45552	c--------		ὥστε		
2.101.5	50	ἐν	t_45553	r--------		ἐν		
2.101.5	51	τάχει	t_45554	n-s---nd-		τάχος		
2.101.5	52	ἀπελθεῖν	t_45555	v--ana---		ἀπέρχομαι		
2.101.5	53	.	t_45556	u--------		.		
2.101.5	54	τὸν	t_45557	l-s---ma-		ὁ		
2.101.5	55	δὲ	t_45558	d--------		δέ		
2.101.5	56	Σεύθην	t_45559	n-s---ma-		σεύω		
2.101.5	57	κρύφα	t_45560	d--------		κρύφα		
2.101.5	58	Περδίκκας	t_45561	n-s---mn-		περδίκκας		
2.101.5	59	ὑποσχόμενος	t_45562	v-sapmmn-		ὑπισχνέομαι		
2.101.5	60	ἀδελφὴν	t_45563	n-s---fa-		ἀδελφή		
2.101.5	61	ἑαυτοῦ	t_45564	p-s---mg-		ἑαυτοῦ		
2.101.5	62	δώσειν	t_45565	v--fna---		δίδωμι		
2.101.5	63	καὶ	t_45566	d--------		καί		
2.101.5	64	χρήματα	t_45567	n-p---na-		χρῆμα		
2.101.5	65	ἐπ’	t_45568	r--------		ἐπί		
2.101.5	66	αὐτῇ	t_45569	p-s---fd-		αὐτός		
2.101.5	67	προσποιεῖται	t_45570	v3spie---		προσποιέω		
2.101.5	68	.	t_45571	u--------		.		
2.101.6	1	καὶ	t_45572	d--------		καί		
2.101.6	2	ὁ	t_45573	l-s---mn-		ὁ		
2.101.6	3	μὲν	t_45574	d--------		μέν		
2.101.6	4	πεισθεὶς	t_45575	v-sappmn-		πείθω		
2.101.6	5	καὶ	t_45576	c--------		καί		
2.101.6	6	μείνας	t_45577	v-sapamn-		μένω		
2.101.6	7	τριάκοντα	t_45578	a--------		τριάκοντα		
2.101.6	8	τὰς	t_45579	l-p---fa-		ὁ		
2.101.6	9	πάσας	t_45580	a-p---fa-		πᾶς		
2.101.6	10	ἡμέρας	t_45581	n-p---fa-		ἡμέρα		
2.101.6	11	,	t_45582	u--------		,		
2.101.6	12	τούτων	t_45583	p-p---fg-		οὗτος		
2.101.6	13	δὲ	t_45584	c--------		δέ		
2.101.6	14	ὀκτὼ	t_45585	a--------		ὀκτώ		
2.101.6	15	ἐν	t_45586	r--------		ἐν		
2.101.6	16	Χαλκιδεῦσιν	t_45587	n-p---md-		χαλκιδεύς		
2.101.6	17	,	t_45588	u--------		,		
2.101.6	18	ἀνεχώρησε	t_45589	v3saia---		ἀναχωρέω		
2.101.6	19	τῷ	t_45590	l-s---md-		ὁ		
2.101.6	20	στρατῷ	t_45591	n-s---md-		στρατός		
2.101.6	21	κατὰ	t_45592	r--------		κατά		
2.101.6	22	τάχος	t_45593	n-s---na-		τάχος		
2.101.6	23	ἐπ’	t_45594	r--------		ἐπί		
2.101.6	24	οἴκου	t_45595	n-s---mg-		οἶκος		
2.101.6	25	·	t_45596	u--------		·		
2.101.6	26	Περδίκκας	t_45597	n-s---mn-		περδίκκας		
2.101.6	27	δὲ	t_45598	d--------		δέ		
2.101.6	28	ὕστερον	t_45599	a-s---na-		ὕστερος		
2.101.6	29	Στρατονίκην	t_45600	n-s---fa-		στρατονίκη		
2.101.6	30	τὴν	t_45601	l-s---fa-		ὁ		
2.101.6	31	ἑαυτοῦ	t_45602	p-s---mg-		ἑαυτοῦ		
2.101.6	32	ἀδελφὴν	t_45603	n-s---fa-		ἀδελφή		
2.101.6	33	δίδωσι	t_45604	v3spia---		δίδωμι		
2.101.6	34	Σεύθῃ	t_45605	n-s---md-		σεύω		
2.101.6	35	,	t_45606	u--------		,		
2.101.6	36	ὥσπερ	t_45607	c--------		ὥσπερ		
2.101.6	37	ὑπέσχετο	t_45608	v3saim---		ὑπισχνέομαι		
2.101.6	38	.	t_45609	u--------		.		
2.101.6	39	τὰ	t_45610	l-p---nn-		ὁ		
2.101.6	40	μὲν	t_45611	d--------		μέν		
2.101.6	41	οὖν	t_45612	d--------		οὖν		
2.101.6	42	κατὰ	t_45613	r--------		κατά		
2.101.6	43	τὴν	t_45614	l-s---fa-		ὁ		
2.101.6	44	Σιτάλκου	t_45615	n-s---mg-		σιτάλκος		
2.101.6	45	στρατείαν	t_45616	n-s---fa-		στρατεία		
2.101.6	46	οὕτως	t_45617	d--------		οὕτως		
2.101.6	47	ἐγένετο	t_45618	v3saim---		γίγνομαι		
2.101.6	48	.	t_45619	u--------		.		
2.102.1	1	οἱ	t_45620	l-p---mn-		ὁ		
2.102.1	2	δὲ	t_45621	d--------		δέ		
2.102.1	3	ἐν	t_45622	r--------		ἐν		
2.102.1	4	Ναυπάκτῳ	t_45623	n-s---fd-		ναύπάκτος		
2.102.1	5	Ἀθηναῖοι	t_45624	n-p---mn-		ἀθηναῖος		
2.102.1	6	τοῦ	t_45625	l-s---mg-		ὁ		
2.102.1	7	αὐτοῦ	t_45626	a-s---mg-		αὐτός		
2.102.1	8	χειμῶνος	t_45627	n-s---mg-		χειμών		
2.102.1	9	,	t_45628	u--------		,		
2.102.1	10	ἐπειδὴ	t_45629	c--------		ἐπεί		
2.102.1	11	τὸ	t_45630	l-s---nn-		ὁ		
2.102.1	12	τῶν	t_45631	l-p---mg-		ὁ		
2.102.1	13	Πελοποννησίων	t_45632	n-p---mg-		πελοποννήσιοι		
2.102.1	14	ναυτικὸν	t_45633	n-s---nn-		ναυτικόν		
2.102.1	15	διελύθη	t_45634	v3saip---		διαλύω		
2.102.1	16	,	t_45635	u--------		,		
2.102.1	17	Φορμίωνος	t_45636	n-s---mg-		φορμίων		
2.102.1	18	ἡγουμένου	t_45637	v-sppmmg-		ἡγέομαι		
2.102.1	19	ἐστράτευσαν	t_45638	v3paia---		στρατεύω		
2.102.1	20	,	t_45639	u--------		,		
2.102.1	21	παραπλεύσαντες	t_45640	v-papamn-		παραπλέω		
2.102.1	22	ἐπ’	t_45641	r--------		ἐπί		
2.102.1	23	Ἀστακοῦ	t_45642	n-s---mg-		ἀστακός		
2.102.1	24	καὶ	t_45643	c--------		καί		
2.102.1	25	ἀποβάντες	t_45644	v-papamn-		ἀποβαίνω		
2.102.1	26	,	t_45645	u--------		,		
2.102.1	27	ἐς	t_45646	r--------		εἰς		
2.102.1	28	τὴν	t_45647	l-s---fa-		ὁ		
2.102.1	29	μεσόγειαν	t_45648	n-s---fa-		μεσόγεια		
2.102.1	30	τῆς	t_45649	l-s---fg-		ὁ		
2.102.1	31	Ἀκαρνανίας	t_45650	n-s---fg-		ἀκαρνανία		
2.102.1	32	τετρακοσίοις	t_45651	a-p---md-		τετρακόσιοι		
2.102.1	33	μὲν	t_45652	d--------		μέν		
2.102.1	34	ὁπλίταις	t_45653	n-p---md-		ὁπλίτης		
2.102.1	35	Ἀθηναίων	t_45654	n-p---mg-		ἀθήναιος		
2.102.1	36	τῶν	t_45655	l-p---mg-		ὁ		
2.102.1	37	ἀπὸ	t_45656	r--------		ἀπό		
2.102.1	38	τῶν	t_45657	l-p---fg-		ὁ		
2.102.1	39	νεῶν	t_45658	n-p---fg-		ναῦς		
2.102.1	40	,	t_45659	u--------		,		
2.102.1	41	τετρακοσίοις	t_45660	a-p---md-		τετρακόσιοι		
2.102.1	42	δὲ	t_45661	c--------		δέ		
2.102.1	43	Μεσσηνίων	t_45662	n-p---mg-		μεσσήνιοι		
2.102.1	44	,	t_45663	u--------		,		
2.102.1	45	καὶ	t_45664	d--------		καί		
2.102.1	46	ἔκ	t_45665	r--------		ἐκ		
2.102.1	47	τε	t_45666	d--------		τε		
2.102.1	48	Στράτου	t_45667	n-s---mg-		στόρεννος		
2.102.1	49	καὶ	t_45668	d--------		καί		
2.102.1	50	Κορόντων	t_45669	n-p---mg-		κορέννυμι		
2.102.1	51	καὶ	t_45670	c--------		καί		
2.102.1	52	ἄλλων	t_45671	a-p---ng-		ἄλλος		
2.102.1	53	χωρίων	t_45672	n-p---ng-		χωρίον		
2.102.1	54	ἄνδρας	t_45673	n-p---ma-		ἀνήρ		
2.102.1	55	οὐ	t_45674	d--------		οὐ		
2.102.1	56	δοκοῦντας	t_45675	v-pppama-		δοκέω		
2.102.1	57	βεβαίους	t_45676	a-p---ma-		βέβαιος		
2.102.1	58	εἶναι	t_45677	v--pna---		εἰμί		
2.102.1	59	ἐξήλασαν	t_45678	v3paia---		ἐξελαύνω		
2.102.1	60	,	t_45679	u--------		,		
2.102.1	61	καὶ	t_45680	c--------		καί		
2.102.1	62	Κύνητα	t_45681	n-s---ma-		κύνης		
2.102.1	63	τὸν	t_45682	l-s---ma-		ὁ		
2.102.1	64	Θεολύτου	t_45683	n-s---mg-		θεόλυτος		
2.102.1	65	ἐς	t_45684	r--------		εἰς		
2.102.1	66	Κόροντα	t_45685	n-s---fa-		κόρος		
2.102.1	67	καταγαγόντες	t_45686	v-papamn-		κατάγω		
2.102.1	68	ἀνεχώρησαν	t_45687	v3paia---		ἀναχωρέω		
2.102.1	69	πάλιν	t_45688	d--------		πάλιν		
2.102.1	70	ἐπὶ	t_45689	r--------		ἐπί		
2.102.1	71	τὰς	t_45690	l-p---fa-		ὁ		
2.102.1	72	ναῦς	t_45691	n-p---fa-		ναῦς		
2.102.1	73	.	t_45692	u--------		.		
2.102.2	1	ἐς	t_45693	r--------		εἰς		
2.102.2	2	γὰρ	t_45694	d--------		γάρ		
2.102.2	3	Οἰνιάδας	t_45695	n-p---ma-		οἰνιάδαι		
2.102.2	4	αἰεί	t_45696	d--------		ἀεί		
2.102.2	5	ποτε	t_45697	d--------		ποτέ		
2.102.2	6	πολεμίους	t_45698	n-p---ma-		πολέμιος		
2.102.2	7	ὄντας	t_45699	v-pppama-		εἰμί		
2.102.2	8	μόνους	t_45700	a-p---ma-		μόνος		
2.102.2	9	Ἀκαρνάνων	t_45701	n-p---mg-		ἀκαρνάν		
2.102.2	10	οὐκ	t_45702	d--------		οὐ		
2.102.2	11	ἐδόκει	t_45703	v3siia---		δοκέω		
2.102.2	12	δυνατὸν	t_45704	a-s---nn-		δυνατός		
2.102.2	13	εἶναι	t_45705	v--pna---		εἰμί		
2.102.2	14	χειμῶνος	t_45706	n-s---mg-		χειμών		
2.102.2	15	ὄντος	t_45707	v-sppamg-		εἰμί		
2.102.2	16	στρατεύειν	t_45708	v--pna---		στρατεύω		
2.102.2	17	·	t_45709	u--------		·		
2.102.2	18	ὁ	t_45710	l-s---mn-		ὁ		
2.102.2	19	γὰρ	t_45711	d--------		γάρ		
2.102.2	20	Ἀχελῷος	t_45712	a-s---mn-		ἀχελῷος		
2.102.2	21	ποταμὸς	t_45713	n-s---mn-		ποταμός		
2.102.2	22	ῥέων	t_45714	v-sppamn-		ῥέω		
2.102.2	23	ἐκ	t_45715	r--------		ἐκ		
2.102.2	24	Πίνδου	t_45716	n-s---mg-		πίνδος		
2.102.2	25	ὄρους	t_45717	n-s---ng-		ὄρος		
2.102.2	26	διὰ	t_45718	r--------		διά		
2.102.2	27	Δολοπίας	t_45719	n-s---fg-		δολοπίη		
2.102.2	28	καὶ	t_45720	d--------		καί		
2.102.2	29	Ἀγραίων	t_45721	n-p---ng-		ἄγραιος		
2.102.2	30	καὶ	t_45722	c--------		καί		
2.102.2	31	Ἀμφιλόχων	t_45723	n-p---mg-		ἀμφίλοχος		
2.102.2	32	καὶ	t_45724	c--------		καί		
2.102.2	33	διὰ	t_45725	r--------		διά		
2.102.2	34	τοῦ	t_45726	l-s---ng-		ὁ		
2.102.2	35	Ἀκαρνανικοῦ	t_45727	a-s---ng-		ἀκαρνάν		
2.102.2	36	πεδίου	t_45728	n-s---ng-		πεδίον		
2.102.2	37	,	t_45729	u--------		,		
2.102.2	38	ἄνωθεν	t_45730	d--------		ἄνωθεν		
2.102.2	39	μὲν	t_45731	d--------		μέν		
2.102.2	40	παρὰ	t_45732	r--------		παρά		
2.102.2	41	Στράτον	t_45733	n-s---ma-		στράτος		
2.102.2	42	πόλιν	t_45734	n-s---fa-		πόλις		
2.102.2	43	,	t_45735	u--------		,		
2.102.2	44	ἐς	t_45736	r--------		εἰς		
2.102.2	45	θάλασσαν	t_45737	n-s---fa-		θάλασσα		
2.102.2	46	δ’	t_45738	c--------		δέ		
2.102.2	47	ἐξιεὶς	t_45739	v-sppamn-		ἐξίημι		
2.102.2	48	παρ’	t_45740	r--------		παρά		
2.102.2	49	Οἰνιάδας	t_45741	n-p---ma-		οἰνιάδαι		
2.102.2	50	καὶ	t_45742	c--------		καί		
2.102.2	51	τὴν	t_45743	l-s---fa-		ὁ		
2.102.2	52	πόλιν	t_45744	n-s---fa-		πόλις		
2.102.2	53	αὐτοῖς	t_45745	p-p---md-		αὐτός		
2.102.2	54	περιλιμνάζων	t_45746	v-sppamn-		περιλιμνάζω		
2.102.2	55	,	t_45747	u--------		,		
2.102.2	56	ἄπορον	t_45748	a-s---ma-		ἄπορος		
2.102.2	57	ποιεῖ	t_45749	v3spia---		ποιέω		
2.102.2	58	ὑπὸ	t_45750	r--------		ὑπό		
2.102.2	59	τοῦ	t_45751	l-s---ng-		ὁ		
2.102.2	60	ὕδατος	t_45752	n-s---ng-		ὕδωρ		
2.102.2	61	ἐν	t_45753	r--------		ἐν		
2.102.2	62	χειμῶνι	t_45754	n-s---md-		χειμών		
2.102.2	63	στρατεύειν	t_45755	v--pna---		στρατεύω		
2.102.2	64	.	t_45756	u--------		.		
2.102.3	1	κεῖνται	t_45757	v3ppie---		κεῖμαι		
2.102.3	2	δὲ	t_45758	d--------		δέ		
2.102.3	3	καὶ	t_45759	d--------		καί		
2.102.3	4	τῶν	t_45760	l-p---fg-		ὁ		
2.102.3	5	νήσων	t_45761	n-p---fg-		νῆσος		
2.102.3	6	τῶν	t_45762	l-p---fg-		ὁ		
2.102.3	7	Ἐχινάδων	t_45763	n-p---fg-		ἐχινάδες		
2.102.3	8	αἱ	t_45764	l-p---fn-		ὁ		
2.102.3	9	πολλαὶ	t_45765	a-p---fn-		πολύς		
2.102.3	10	καταντικρὺ	t_45766	r--------		καταντικρύ		
2.102.3	11	Οἰνιαδῶν	t_45767	n-p---mg-		οἰνιάδαι		
2.102.3	12	τοῦ	t_45768	l-s---mg-		ὁ		
2.102.3	13	Ἀχελῴου	t_45769	a-s---mg-		ἀχελῷος		
2.102.3	14	τῶν	t_45770	l-p---fg-		ὁ		
2.102.3	15	ἐκβολῶν	t_45771	n-p---fg-		ἐκβολή		
2.102.3	16	οὐδὲν	t_45772	p-s---na-		οὐδείς		
2.102.3	17	ἀπέχουσαι	t_45773	v-pppafn-		ἀπέχω		
2.102.3	18	,	t_45774	u--------		,		
2.102.3	19	ὥστε	t_45775	c--------		ὥστε		
2.102.3	20	μέγας	t_45776	a-s---mn-		μέγας		
2.102.3	21	ὢν	t_45777	v-sppamn-		εἰμί		
2.102.3	22	ὁ	t_45778	l-s---mn-		ὁ		
2.102.3	23	ποταμὸς	t_45779	n-s---mn-		ποταμός		
2.102.3	24	προσχοῖ	t_45780	v3spia---		προσχώ		
2.102.3	25	αἰεὶ	t_45781	d--------		ἀεί		
2.102.3	26	καὶ	t_45782	c--------		καί		
2.102.3	27	εἰσὶ	t_45783	v3ppia---		εἰμί		
2.102.3	28	τῶν	t_45784	l-p---fg-		ὁ		
2.102.3	29	νήσων	t_45785	n-p---fg-		νῆσος		
2.102.3	30	αἳ	t_45786	p-p---fn-		ὅς		
2.102.3	31	ἠπείρωνται	t_45787	v3prie---		ἤπειρος		
2.102.3	32	,	t_45788	u--------		,		
2.102.3	33	ἐλπὶς	t_45789	n-s---fn-		ἐλπίς		
2.102.3	34	δὲ	t_45790	c--------		δέ		
2.102.3	35	καὶ	t_45791	d--------		καί		
2.102.3	36	πάσας	t_45792	a-p---fa-		πᾶς		
2.102.3	37	οὐκ	t_45793	d--------		οὐ		
2.102.3	38	ἐν	t_45794	r--------		ἐν		
2.102.3	39	πολλῷ	t_45795	a-s---md-		πολύς		
2.102.3	40	τινὶ	t_45796	a-s---md-		τις		
2.102.3	41	ἂν	t_45797	d--------		ἄν		
2.102.3	42	χρόνῳ	t_45798	n-s---md-		χρόνος		
2.102.3	43	τοῦτο	t_45799	p-s---na-		οὗτος		
2.102.3	44	παθεῖν	t_45800	v--ana---		πάσχω		
2.102.3	45	·	t_45801	u--------		·		
2.102.4	1	τό	t_45802	l-s---nn-		ὁ		
2.102.4	2	τε	t_45803	d--------		τε		
2.102.4	3	γὰρ	t_45804	d--------		γάρ		
2.102.4	4	ῥεῦμά	t_45805	n-s---nn-		ῥεῦμα		
2.102.4	5	ἐστι	t_45806	v3spia---		εἰμί		
2.102.4	6	μέγα	t_45807	a-s---nn-		μέγας		
2.102.4	7	καὶ	t_45808	d--------		καί		
2.102.4	8	πολὺ	t_45809	a-s---nn-		πολύς		
2.102.4	9	καὶ	t_45810	c--------		καί		
2.102.4	10	θολερόν	t_45811	a-s---nn-		θολερός		
2.102.4	11	,	t_45812	u--------		,		
2.102.4	12	αἵ	t_45813	l-p---fn-		ὅς		
2.102.4	13	τε	t_45814	c--------		τε		
2.102.4	14	νῆσοι	t_45815	n-p---fn-		νῆσος		
2.102.4	15	πυκναί	t_45816	a-p---fn-		πυκνός		
2.102.4	16	,	t_45817	u--------		,		
2.102.4	17	καὶ	t_45818	c--------		καί		
2.102.4	18	ἀλλήλαις	t_45819	p-p---fd-		ἀλλήλων		
2.102.4	19	τῆς	t_45820	l-s---fg-		ὁ		
2.102.4	20	προσχώσεως	t_45821	n-s---fg-		πρόσχωσις		
2.102.4	21	[	t_45822	u--------		[		
2.102.4	22	τῷ	t_45823	l-s---nd-		ὁ		
2.102.4	23	μὴ	t_45824	d--------		μή		
2.102.4	24	σκεδάννυσθαι	t_45825	v--pne---		σκεδάννυμι		
2.102.4	25	]	t_45826	u--------		]		
2.102.4	26	ξύνδεσμοι	t_45827	n-p---mn-		σύνδεσμος		
2.102.4	27	γίγνονται	t_45828	v3ppie---		γίγνομαι		
2.102.4	28	,	t_45829	u--------		,		
2.102.4	29	παραλλὰξ	t_45830	d--------		παραλλάξ		
2.102.4	30	καὶ	t_45831	d--------		καί		
2.102.4	31	οὐ	t_45832	d--------		οὐ		
2.102.4	32	κατὰ	t_45833	r--------		κατά		
2.102.4	33	στοῖχον	t_45834	n-s---na-		στοῖχος		
2.102.4	34	κείμεναι	t_45835	v-prpefn-		κεῖμαι		
2.102.4	35	,	t_45836	u--------		,		
2.102.4	36	οὐ	t_45837	d--------		οὐ		
2.102.4	37	δ’	t_45838	c--------		δέ		
2.102.4	38	ἔχουσαι	t_45839	v-pppafn-		ἔχω		
2.102.4	39	εὐθείας	t_45840	a-p---fa-		εὐθεῖα		
2.102.4	40	διόδους	t_45841	n-p---fa-		δίοδος		
2.102.4	41	τοῦ	t_45842	l-s---ng-		ὁ		
2.102.4	42	ὕδατος	t_45843	n-s---ng-		ὕδωρ		
2.102.4	43	ἐς	t_45844	r--------		εἰς		
2.102.4	44	τὸ	t_45845	l-s---na-		ὁ		
2.102.4	45	πέλαγος	t_45846	n-s---na-		πέλαγος		
2.102.4	46	.	t_45847	u--------		.		
2.102.5	1	ἐρῆμοι	t_45848	a-p---fn-		ἐρῆμος		
2.102.5	2	δ’	t_45849	g--------		δέ		
2.102.5	3	εἰσὶ	t_45850	v3ppia---		εἰμί		
2.102.5	4	καὶ	t_45851	c--------		καί		
2.102.5	5	οὐ	t_45852	d--------		οὐ		
2.102.5	6	μεγάλαι	t_45853	a-p---fn-		μέγας		
2.102.5	7	.	t_45854	u--------		.		
2.102.5	8	λέγεται	t_45855	v3spie---		λέγω3		
2.102.5	9	δὲ	t_45856	d--------		δέ		
2.102.5	10	καὶ	t_45857	d--------		καί		
2.102.5	11	Ἀλκμέωνι	t_45858	n-s---md-		ἀλκμέων		
2.102.5	12	τῷ	t_45859	l-s---md-		ὁ		
2.102.5	13	Ἀμφιάρεω	t_45860	n-s---mg-		ἀμφιάραος		
2.102.5	14	,	t_45861	u--------		,		
2.102.5	15	ὅτε	t_45862	c--------		ὅτε		
2.102.5	16	δὴ	t_45863	d--------		δή		
2.102.5	17	ἀλᾶσθαι	t_45864	v--pne---		ἀλάομαι		
2.102.5	18	αὐτὸν	t_45865	p-s---ma-		αὐτός		
2.102.5	19	μετὰ	t_45866	r--------		μετά		
2.102.5	20	τὸν	t_45867	l-s---ma-		ὁ		
2.102.5	21	φόνον	t_45868	n-s---ma-		φόνος		
2.102.5	22	τῆς	t_45869	l-s---fg-		ὁ		
2.102.5	23	μητρός	t_45870	n-s---fg-		μήτηρ		
2.102.5	24	,	t_45871	u--------		,		
2.102.5	25	τὸν	t_45872	l-s---ma-		ὁ		
2.102.5	26	Ἀπόλλω	t_45873	n-s---ma-		ἀπόλλων		
2.102.5	27	ταύτην	t_45874	a-s---fa-		οὗτος		
2.102.5	28	τὴν	t_45875	l-s---fa-		ὁ		
2.102.5	29	γῆν	t_45876	n-s---fa-		γῆ		
2.102.5	30	χρῆσαι	t_45877	v--ana---		χράω2		
2.102.5	31	οἰκεῖν	t_45878	v--pna---		οἰκέω		
2.102.5	32	,	t_45879	u--------		,		
2.102.5	33	ὑπειπόντα	t_45880	v-sapama-		ὑπειπόντος		
2.102.5	34	οὐκ	t_45881	d--------		οὐ		
2.102.5	35	εἶναι	t_45882	v--pna---		εἰμί		
2.102.5	36	λύσιν	t_45883	n-s---fa-		λύσις		
2.102.5	37	τῶν	t_45884	l-p---ng-		ὁ		
2.102.5	38	δειμάτων	t_45885	n-p---ng-		δεῖμα		
2.102.5	39	πρὶν	t_45886	c--------		πρίν		
2.102.5	40	ἂν	t_45887	d--------		ἄν		
2.102.5	41	εὑρὼν	t_45888	v-sapamn-		εὑρίσκω		
2.102.5	42	ἐν	t_45889	r--------		ἐν		
2.102.5	43	ταύτῃ	t_45890	a-s---fd-		οὗτος		
2.102.5	44	τῇ	t_45891	l-s---fd-		ὁ		
2.102.5	45	χώρᾳ	t_45892	n-s---fd-		χώρα		
2.102.5	46	κατοικίσηται	t_45893	v3sase---		κατοικίζω		
2.102.5	47	ἥτις	t_45894	p-s---fn-		ὅστις		
2.102.5	48	ὅτε	t_45895	c--------		ὅτε		
2.102.5	49	ἔκτεινε	t_45896	v3saia---		ἐκτείνω		
2.102.5	50	τὴν	t_45897	l-s---fa-		ὁ		
2.102.5	51	μητέρα	t_45898	n-s---fa-		μήτηρ		
2.102.5	52	μήπω	t_45899	d--------		μήπω		
2.102.5	53	ὑπὸ	t_45900	r--------		ὑπό		
2.102.5	54	ἡλίου	t_45901	n-s---mg-		ἥλιος		
2.102.5	55	ἑωρᾶτο	t_45902	v3siie---		ὁράω		
2.102.5	56	μη	t_45903	d--------		μη		
2.102.5	57	δὲ	t_45904	c--------		δέ		
2.102.5	58	γῆ	t_45905	n-s---fn-		γῆ		
2.102.5	59	ἦν	t_45906	v3siia---		εἰμί		
2.102.5	60	,	t_45907	u--------		,		
2.102.5	61	ὡς	t_45908	d--------		ὡς		
2.102.5	62	τῆς	t_45909	l-s---fg-		ὁ		
2.102.5	63	γε	t_45910	d--------		γε		
2.102.5	64	ἄλλης	t_45911	p-s---fg-		ἄλλος		
2.102.5	65	αὐτῷ	t_45912	p-s---md-		αὐτός		
2.102.5	66	μεμιασμένης	t_45913	v-srpefg-		μιαίνω		
2.102.5	67	.	t_45914	u--------		.		
2.102.6	1	ὁ	t_45915	l-s---mn-		ὁ		
2.102.6	2	δ’	t_45916	d--------		δέ		
2.102.6	3	ἀπορῶν	t_45917	v-sppamn-		ἀπορέω		
2.102.6	4	,	t_45918	u--------		,		
2.102.6	5	ὥς	t_45919	c--------		ὡς		
2.102.6	6	φασι	t_45920	v3ppia---		φημί		
2.102.6	7	,	t_45921	u--------		,		
2.102.6	8	μόλις	t_45922	d--------		μόλις		
2.102.6	9	κατενόησε	t_45923	v3saia---		κατανοέω		
2.102.6	10	τὴν	t_45924	l-s---fa-		ὁ		
2.102.6	11	πρόσχωσιν	t_45925	n-s---fa-		πρόσχω		
2.102.6	12	ταύτην	t_45926	a-s---fa-		οὗτος		
2.102.6	13	τοῦ	t_45927	l-s---mg-		ὁ		
2.102.6	14	Ἀχελῴου	t_45928	n-s---mg-		ἀχελῷος		
2.102.6	15	,	t_45929	u--------		,		
2.102.6	16	καὶ	t_45930	c--------		καί		
2.102.6	17	ἐδόκει	t_45931	v3siia---		δοκέω		
2.102.6	18	αὐτῷ	t_45932	p-s---md-		αὐτός		
2.102.6	19	ἱκανὴ	t_45933	a-s---fn-		ἱκανός		
